month,turbcap_resid_wind,offshore_resid_wind,wind_shock
2019m10,.0021530193323009,-.626776950830136,-1.583793
2019m11,-.9472819251422073,-1.362115007203542,-1.1166734
2019m12,-.165462428945249,-.177201826993649,-2.4538488
2020m1,.4357698204744598,.8286236623996922,-1.3548446
2020m2,.3520155229970848,.334964562320569,2.8280458
2020m3,-.0574377907006196,-.2769739823871906,-2.1475356
2020m4,-.1867141422838515,-.3158110680222812,.99120861
2020m5,-.4989541282811261,-.9200899269536708,-.67826587
2020m6,-.3809702295301715,-.4637239449528674,-.92443526
2020m7,-.1242338301937118,-.2192123141277792,-.7682786
2020m8,.012130430021385,.0491899173567934,-.33768487
2020m9,-.6839310522338152,-.8312158962755861,-1.68264
2020m10,-.2333713458224436,-.497454824198082,-.50227535
2020m11,.4315538477635484,.9264548481920822,-1.0769001
2020m12,-1.043228366001612,-1.325799818414678,-2.5926392
2021m1,-.4581665132428386,-.8954822073669592,-.80503935
2021m2,-.5605354822872367,-.1178912402134006,-2.3992102
2021m3,.2139683588402329,.2699315456821189,.56845576
2021m4,.4209866596821647,.6323924403984609,.9719941
2021m5,-.4385042210147042,-1.365055284220901,-.53776157
2021m6,-.3693070280964014,-.3630770201558779,-1.102596
2021m7,.1233411466668737,.1088048975153578,-1.0885601
2021m8,.5054350325638481,.8085133566532027,.47538126
2021m9,-.0232100084278566,-.1867271561390631,-1.1195245
2021m10,.246178868370152,.283162334108001,-.75593388
2021m11,-.0842228344027409,-.0256184240957784,.53916055
2021m12,-.774588726799129,-1.118016901771123,-.34681126
2022m1,.3734995455975746,.649925097894914,.81937319
2022m2,1.278316653856593,1.190283299291469,5.553906
2022m3,-.4974636629466599,-.7583639366560128,-2.1994646
2022m4,.2847868932784257,.0960354431826072,.48806077
2022m5,-.2701485003134972,-.6741871943799469,-.70577663
2022m6,-.3533891294591349,-.7052212051368911,-.97672009
2022m7,.2443859566891389,.8560240060694622,.10423154
2022m8,-.9669987843915924,-1.495145453453454,-1.4708239
2022m9,-.0383467003597654,.1368558332104713,.58719671
2022m10,-.4394346147803262,-.5024735703099281,-1.6547256
2022m11,.1306589335510466,.8564482466420817,-.86413175
2022m12,-.6626314657032736,-.469541882501143,-1.8807522
2023m1,.0980502682751362,.0464852549290841,.5667429
2023m2,.101187637235604,-.2677928373395028,.38960397
2023m3,-.1792072510428162,-.3461316256623866,-1.0222101
2023m4,.0051469890930551,-.0392541064794953,-1.9349368
2023m5,.0777589650891785,.2881269434895202,.73601991
2023m6,-.0030816864981708,-.0093816978298325,-.80292243
2023m7,.0640435564622767,-.0305727656752949,.11970877
2023m8,-.167470109041524,-.3666919111207201,.74538565
2023m9,-.1082113342258663,-.0767848306194892,-1.8136669
2023m10,-.1002952596244747,-.029791740070294,1.107764
2023m11,-.2277422933115425,-1.338856910794271,.5504064
2023m12,-.2377804550687995,-.7061809764263208,-.019444384
2024m1,.3536799716179376,.4322371681235318,-.012817685
2024m2,.0374897881393512,-.1684529428974517,.086262882
2024m3,-.0287005663355346,.4210156314929069,-1.8608706
2024m4,-.2704412100075287,-.2906277622195916,-1.1123252
2024m5,.1529727818336241,.7140300485282064,.54674542
2024m6,.3671996415673925,.4690804824044856,-.8461349
2024m7,.1865573938384643,.3602096047835628,
2024m8,-.1946449284968037,-.1143761951835082,
2024m9,-.2164558695170072,-.8131701713457657,
2024m10,-.1423278870843299,-.453018144662681,
2024m11,.1243304892160828,-.187089237082463,
2024m12,.3478545960327188,.6667726380539876,
